InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,TotalClaims,UniqueBeneficiaries,InpatientClaims,OutpatientClaims,ClaimsPerBeneficiary,InpatientRatio,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,TotalUniquePhysicians,AvgClaimDuration,MaxClaimDuration,AvgHospitalStay,MaxHospitalStay,TotalClaimsWithDates,TotalStaysWithDates,UniqueDiagnoses,UniqueProcedures,AvgMaleRatio,MostCommonRace,AvgRenalDiseaseRate,UniqueStates,UniqueCounties,AvgPartACoverage,AvgPartBCoverage,AvgBeneIPReimbursement,AvgBeneOPReimbursement
138310,2609.62,3699.88,53,22528.0,425.06,53,43,21,32,1.23,0.396,18,4,9,31,1.2830188679245282,7,3.1904761904761907,7,53,21,175,10,0.349,1,0.209,2,13,12.0,11.93,6970.233,1846.977
5960,212.86,347.15,28,100.0,3.57,28,27,0,28,1.04,0.0,14,1,7,22,1.6071428571428572,20,0.0,0,28,0,58,0,0.481,1,0.222,3,6,12.0,11.556,8997.778,2608.519
80,80.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,1,3,1.0,1,0.0,0,1,0,5,0,0.0,1,1.0,1,1,12.0,12.0,0.0,380.0
1200,300.0,533.35,4,0.0,0.0,4,4,0,4,1.0,0.0,1,0,1,2,0.0,0,0.0,0,4,0,8,0,0.5,1,0.5,1,1,12.0,12.0,18385.0,590.0
60450,888.97,2957.54,68,4422.0,65.03,68,63,4,64,1.08,0.059,23,8,11,42,1.5441176470588236,20,3.5,6,68,4,143,1,0.444,1,0.27,2,7,12.0,12.0,4351.27,2670.159
200,200.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,1,2,0.0,0,0.0,0,1,0,2,0,1.0,1,0.0,1,1,12.0,12.0,0.0,2430.0
66000,11000.0,9338.09,6,5340.0,1068.0,6,6,6,0,1.0,1.0,1,1,0,2,14.0,35,14.0,35,6,6,43,5,0.333,1,0.333,2,6,12.0,12.0,23526.667,4031.667
61520,469.62,1520.5,131,4672.0,35.66,131,105,4,127,1.25,0.031,70,20,33,123,1.549618320610687,20,2.5,4,131,4,275,3,0.4,1,0.095,7,18,12.0,12.0,4968.571,1767.714
1500,375.0,221.74,4,20.0,5.0,4,4,0,4,1.0,0.0,1,0,1,2,0.0,0,0.0,0,4,0,11,0,0.5,1,0.0,1,1,12.0,12.0,1300.0,3270.0
1120,124.44,78.76,9,0.0,0.0,9,8,0,9,1.12,0.0,4,2,2,8,4.444444444444445,20,0.0,0,9,0,27,0,0.875,1,0.0,2,3,12.0,12.0,1250.0,2335.0
15510,228.09,345.98,68,230.0,3.38,68,54,0,68,1.26,0.0,1,1,1,3,1.4852941176470589,20,0.0,0,68,0,143,0,0.407,1,0.185,1,3,11.981,11.944,4718.333,1568.704
195770,1263.03,3890.53,155,16380.0,105.68,155,148,15,140,1.05,0.097,54,25,31,110,2.4,35,6.466666666666667,35,155,15,337,8,0.365,1,0.25,6,28,11.919,12.0,5697.5,2332.703
11860,320.54,645.45,37,60.0,1.62,37,33,0,37,1.12,0.0,16,5,9,30,0.7837837837837838,20,0.0,0,37,0,92,0,0.455,1,0.303,1,7,12.0,12.0,3008.788,3250.909
237000,11285.71,9701.25,21,22428.0,1068.0,21,21,21,0,1.0,1.0,1,1,1,3,4.571428571428571,11,4.571428571428571,11,21,21,126,12,0.238,1,0.333,1,4,11.429,12.0,14329.048,1117.619
3710,265.0,383.94,14,0.0,0.0,14,12,0,14,1.17,0.0,3,2,3,8,5.0,20,0.0,0,14,0,33,0,0.25,1,0.167,1,1,12.0,12.0,5423.333,2499.167
617430,6711.2,9510.38,92,58920.0,693.18,92,75,62,30,1.23,0.674,20,10,6,36,4.032608695652174,34,5.338709677419355,34,92,62,343,34,0.36,1,0.187,5,14,12.0,11.92,13503.067,1888.133
129000,12900.0,16237.47,10,10680.0,1068.0,10,10,10,0,1.0,1.0,1,2,1,4,7.3,20,7.3,20,10,10,62,7,0.2,1,0.2,1,3,12.0,12.0,20169.0,1480.0
2870,143.5,198.79,20,140.0,7.0,20,19,0,20,1.05,0.0,3,3,3,9,1.55,20,0.0,0,20,0,44,0,0.474,1,0.316,1,1,12.0,12.0,3865.789,1731.053
17170,281.48,460.61,61,330.0,5.41,61,44,0,61,1.39,0.0,15,4,9,28,0.8852459016393442,20,0.0,0,61,0,127,0,0.386,1,0.159,2,5,12.0,11.705,3194.545,1611.818
215460,7695.0,11838.03,28,19224.0,686.57,28,25,18,10,1.12,0.643,19,9,7,35,4.571428571428571,20,6.0,20,28,18,122,12,0.64,1,0.4,3,10,11.52,11.4,14571.6,2220.4
4000,4000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,0,0,1,3.0,3,3.0,3,1,1,9,0,0.0,1,0.0,1,1,12.0,12.0,41600.0,90.0
143590,736.36,3080.24,195,10062.0,51.6,195,165,9,186,1.18,0.046,55,23,30,108,1.6923076923076923,20,7.444444444444445,19,195,9,323,5,0.442,1,0.188,3,16,12.0,11.927,4249.758,1884.727
7140,255.0,639.26,28,0.0,0.0,28,23,0,28,1.22,0.0,3,2,1,6,2.2857142857142856,20,0.0,0,28,0,91,0,0.304,1,0.348,1,1,12.0,12.0,3802.609,1436.957
440,110.0,63.77,4,0.0,0.0,4,4,0,4,1.0,0.0,1,0,0,1,0.0,0,0.0,0,4,0,11,0,0.5,1,0.25,1,2,12.0,12.0,2250.0,1712.5
17940,294.1,583.28,61,0.0,0.0,61,37,0,61,1.65,0.0,2,1,1,4,2.622950819672131,20,0.0,0,61,0,127,0,0.324,1,0.216,1,2,12.0,12.0,4190.27,2084.865
653670,5888.92,7306.06,111,86508.0,786.44,111,89,82,29,1.25,0.739,20,6,10,36,3.954954954954955,28,4.524390243902439,28,111,82,368,54,0.36,1,0.225,2,15,12.0,12.0,9498.989,2252.697
170410,3872.95,8757.57,44,16070.0,365.23,44,34,15,29,1.29,0.341,17,9,6,32,2.863636363636364,23,5.6,23,44,15,138,9,0.412,1,0.088,1,9,12.0,12.0,8313.824,1211.471
7740,407.37,1020.39,19,60.0,3.16,19,18,0,19,1.06,0.0,11,2,7,20,0.1578947368421052,3,0.0,0,19,0,38,0,0.556,1,0.111,2,6,12.0,12.0,2902.778,2093.889
23570,274.07,799.42,86,2236.0,26.0,86,75,2,84,1.15,0.023,28,12,18,58,0.7906976744186046,20,3.5,4,86,2,192,0,0.427,1,0.213,1,11,12.0,12.0,7452.267,3667.467
145400,260.57,503.36,558,2250.0,4.03,558,329,0,558,1.7,0.0,4,4,2,10,1.075268817204301,20,0.0,0,558,0,758,0,0.429,1,0.146,4,11,11.894,11.924,3440.243,1974.134
230,38.33,38.69,6,0.0,0.0,6,6,0,6,1.0,0.0,4,0,0,4,0.0,0,0.0,0,6,0,14,0,0.333,1,0.167,1,3,12.0,12.0,1783.333,1505.0
770,154.0,249.86,5,0.0,0.0,5,5,0,5,1.0,0.0,1,0,1,2,0.2,1,0.0,0,5,0,12,0,0.6,1,0.2,1,2,12.0,12.0,4440.0,1062.0
3940,437.78,583.07,9,0.0,0.0,9,4,0,9,2.25,0.0,2,2,1,5,0.7777777777777778,7,0.0,0,9,0,33,0,0.5,1,0.25,2,3,12.0,12.0,1000.0,2630.0
4940,705.71,1132.75,7,0.0,0.0,7,7,0,7,1.0,0.0,3,2,0,5,2.857142857142857,20,0.0,0,7,0,20,0,0.857,1,0.429,1,3,12.0,12.0,7628.571,4804.286
304770,1088.46,3495.49,280,23248.0,83.63,280,262,23,257,1.07,0.082,48,30,39,117,2.3607142857142858,20,4.478260869565218,13,280,23,499,20,0.408,1,0.16,16,44,12.0,11.947,4954.962,2345.267
75400,4188.89,9316.73,18,5430.0,301.67,18,18,5,13,1.0,0.278,14,6,7,27,3.4444444444444446,27,12.2,27,18,5,66,5,0.222,1,0.389,4,8,12.0,11.333,7783.333,1314.444
460,230.0,240.42,2,0.0,0.0,2,2,0,2,1.0,0.0,1,0,1,2,0.5,1,0.0,0,2,0,9,0,0.5,1,0.5,1,1,12.0,12.0,14000.0,1770.0
120350,252.31,559.97,477,1270.0,2.66,477,332,0,477,1.44,0.0,13,13,13,39,1.2410901467505242,20,0.0,0,477,0,713,0,0.434,1,0.181,7,30,11.928,11.928,4079.849,1458.434
26090,330.25,671.79,79,120.0,1.52,79,78,0,79,1.01,0.0,44,11,16,71,0.7848101265822784,20,0.0,0,79,0,158,0,0.436,1,0.205,6,17,12.0,12.0,2860.256,2019.872
16010,762.38,1586.71,21,3204.0,152.57,21,18,3,18,1.17,0.143,8,2,3,13,3.333333333333333,20,4.0,5,21,3,52,1,0.389,1,0.167,1,3,12.0,12.0,2452.778,1925.556
4990,277.22,481.4,18,0.0,0.0,18,18,0,18,1.0,0.0,11,1,5,17,1.8888888888888888,20,0.0,0,18,0,38,0,0.278,1,0.222,1,5,12.0,12.0,7521.111,3066.667
3610,401.11,760.42,9,140.0,15.56,9,5,0,9,1.8,0.0,1,1,1,3,0.0,0,0.0,0,9,0,18,0,0.4,1,0.0,1,2,12.0,12.0,5964.0,1212.0
25220,406.77,776.18,62,30.0,0.48,62,61,0,62,1.02,0.0,5,4,5,14,2.306451612903226,20,0.0,0,62,0,116,0,0.525,1,0.262,2,3,12.0,12.0,5540.492,3107.869
1280,142.22,157.94,9,0.0,0.0,9,8,0,9,1.12,0.0,1,0,1,2,0.0,0,0.0,0,9,0,19,0,0.375,1,0.125,1,1,12.0,12.0,8756.25,1825.0
29470,291.78,552.14,101,230.0,2.28,101,60,0,101,1.68,0.0,1,1,0,2,1.099009900990099,20,0.0,0,101,0,194,0,0.433,1,0.217,2,7,12.0,12.0,2568.333,2518.5
201020,501.3,1426.01,401,14884.0,37.12,401,345,13,388,1.16,0.032,157,50,88,295,1.7556109725685785,20,4.615384615384615,13,401,13,605,7,0.435,1,0.2,9,33,11.896,11.928,4861.942,2439.246
4230,352.5,849.54,12,140.0,11.67,12,12,0,12,1.0,0.0,1,1,1,3,2.6666666666666665,20,0.0,0,12,0,29,0,0.25,1,0.167,1,1,12.0,11.833,0.0,1915.833
6100,145.24,227.06,42,140.0,3.33,42,41,0,42,1.02,0.0,1,1,1,3,1.5714285714285714,18,0.0,0,42,0,95,1,0.268,1,0.195,1,1,12.0,12.0,4978.049,1766.829
3760,163.48,183.49,23,80.0,3.48,23,20,0,23,1.15,0.0,7,4,4,15,2.8260869565217392,20,0.0,0,23,0,46,0,0.4,1,0.15,1,3,12.0,12.0,4486.5,1368.0
26330,3291.25,6031.73,8,2236.0,279.5,8,8,2,6,1.0,0.25,7,2,3,12,4.25,20,7.0,13,8,2,32,1,0.625,1,0.375,1,6,12.0,12.0,5058.75,2055.0
16480,358.26,830.71,46,0.0,0.0,46,20,0,46,2.3,0.0,1,1,1,3,0.7608695652173914,20,0.0,0,46,0,94,0,0.45,1,0.15,1,3,12.0,12.0,5249.5,2094.5
3800,1266.67,1778.58,3,0.0,0.0,3,3,0,3,1.0,0.0,3,1,2,6,0.6666666666666666,1,0.0,0,3,0,14,0,0.0,2,0.0,1,3,12.0,12.0,2333.333,3070.0
44280,1581.43,6226.22,28,2136.0,76.29,28,27,2,26,1.04,0.071,21,4,10,35,1.0714285714285714,20,4.0,7,28,2,68,2,0.407,1,0.333,2,9,11.704,12.0,5758.148,1831.481
32390,274.49,534.22,118,80.0,0.68,118,56,0,118,2.11,0.0,1,1,0,2,1.4915254237288136,20,0.0,0,118,0,211,0,0.518,1,0.232,1,5,11.786,11.571,3680.357,1509.464
156000,13000.0,12869.98,12,12816.0,1068.0,12,12,12,0,1.0,1.0,3,2,1,6,5.833333333333333,15,5.833333333333333,15,12,12,79,12,0.333,1,0.167,1,3,12.0,12.0,15812.5,1045.0
195090,6293.23,7133.48,31,25632.0,826.84,31,29,24,7,1.07,0.774,10,4,4,18,3.967741935483871,29,5.125,29,31,24,147,18,0.379,1,0.138,2,8,12.0,12.0,10775.862,2116.207
96000,10666.67,8602.33,9,9612.0,1068.0,9,8,9,0,1.12,1.0,1,1,1,3,5.444444444444445,17,5.444444444444445,17,9,9,56,6,0.25,1,0.375,1,2,12.0,12.0,19853.75,1893.75
1090,121.11,188.91,9,0.0,0.0,9,6,0,9,1.5,0.0,1,1,1,3,0.2222222222222222,2,0.0,0,9,0,22,0,0.667,1,0.333,1,2,12.0,12.0,1033.333,620.0
15150,207.53,385.71,73,420.0,5.75,73,51,0,73,1.43,0.0,6,4,5,15,2.315068493150685,20,0.0,0,73,0,162,0,0.451,1,0.157,1,6,12.0,12.0,1961.176,1617.451
1580,131.67,157.7,12,0.0,0.0,12,11,0,12,1.09,0.0,5,1,3,9,1.6666666666666667,20,0.0,0,12,0,25,0,0.545,1,0.182,1,1,12.0,12.0,1710.909,5208.182
31930,449.72,1944.02,71,2216.0,31.21,71,59,2,69,1.2,0.028,42,13,26,81,0.5211267605633803,20,3.0,5,71,2,153,1,0.458,1,0.085,3,17,11.797,11.797,2081.525,1652.373
7520,683.64,1271.93,11,0.0,0.0,11,11,0,11,1.0,0.0,5,1,2,8,0.0,0,0.0,0,11,0,14,0,0.364,1,0.182,1,8,12.0,12.0,3000.0,2400.0
197820,3956.4,6199.88,50,22428.0,467.25,50,44,23,27,1.14,0.46,44,16,15,75,2.56,13,4.956521739130435,13,50,23,165,11,0.545,1,0.295,4,17,11.591,11.818,9526.136,2082.045
15540,210.0,346.65,74,160.0,2.16,74,51,0,74,1.45,0.0,20,13,14,47,1.391891891891892,20,0.0,0,74,0,161,0,0.333,1,0.216,2,13,12.0,12.0,4907.843,1651.176
110,55.0,63.64,2,0.0,0.0,2,2,0,2,1.0,0.0,2,0,1,3,10.0,20,0.0,0,2,0,4,0,0.5,1,0.0,1,1,12.0,12.0,0.0,1190.0
199000,13266.67,15087.68,15,16020.0,1068.0,15,15,15,0,1.0,1.0,1,1,0,2,5.466666666666667,13,5.466666666666667,13,15,15,100,11,0.6,1,0.2,1,1,12.0,12.0,19340.667,1852.0
3133880,4927.48,8000.06,636,335394.0,534.92,636,558,322,314,1.14,0.506,163,47,88,298,3.526729559748428,28,5.372670807453416,28,636,322,1048,128,0.421,1,0.235,18,83,11.957,11.919,9932.724,2037.24
10140,724.29,2124.75,14,1068.0,76.29,14,13,1,13,1.08,0.071,9,5,6,20,0.2857142857142857,3,3.0,3,14,1,53,1,0.538,1,0.077,2,4,12.0,12.0,3400.0,1368.462
8070,175.43,356.24,46,100.0,2.17,46,39,0,46,1.18,0.0,1,1,1,3,0.4782608695652174,20,0.0,0,46,0,81,0,0.513,1,0.205,2,9,12.0,12.0,5915.641,1618.718
109070,4544.58,5387.33,24,13884.0,578.5,24,24,13,11,1.0,0.542,22,10,4,36,3.0416666666666665,20,4.153846153846154,16,24,13,95,9,0.417,1,0.167,4,11,12.0,12.0,6556.25,1697.083
9000,9000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,0,2,1.0,1,1.0,1,1,1,9,2,0.0,1,1.0,1,1,12.0,12.0,9000.0,300.0
2030,135.33,243.1,15,0.0,0.0,15,11,0,15,1.36,0.0,6,3,1,10,0.2,2,0.0,0,15,0,38,0,0.273,1,0.091,2,8,12.0,12.0,3918.182,1643.636
10000,10000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,0,2,3.0,3,3.0,3,1,1,6,1,1.0,1,0.0,1,1,12.0,12.0,10000.0,250.0
39370,247.61,486.33,159,240.0,1.51,159,115,0,159,1.38,0.0,13,10,11,34,1.9119496855345912,20,0.0,0,159,0,260,0,0.365,1,0.217,2,10,12.0,12.0,5245.217,1812.261
18210,308.64,689.18,59,80.0,1.36,59,59,0,59,1.0,0.0,21,9,9,39,1.3728813559322033,20,0.0,0,59,0,109,0,0.356,1,0.102,6,16,12.0,12.0,5556.271,2517.119
62420,480.15,1269.55,130,3534.0,27.18,130,59,3,127,2.2,0.023,18,10,16,44,1.1076923076923078,20,3.333333333333333,4,130,3,276,2,0.593,1,0.119,3,7,11.797,12.0,5515.763,1760.847
10710,274.62,538.76,39,1168.0,29.95,39,35,1,38,1.11,0.026,14,4,9,27,0.4358974358974359,8,4.0,4,39,1,86,0,0.429,1,0.143,3,13,12.0,12.0,6073.714,1680.0
26020,268.25,584.13,97,390.0,4.02,97,34,0,97,2.85,0.0,6,4,4,14,2.1649484536082477,20,0.0,0,97,0,199,0,0.353,1,0.206,2,5,12.0,12.0,2630.588,1546.176
7410,264.64,451.91,28,80.0,2.86,28,26,0,28,1.08,0.0,3,3,2,8,0.1071428571428571,2,0.0,0,28,0,55,0,0.423,1,0.154,1,4,12.0,12.0,3634.615,1041.538
18820,1568.33,2964.57,12,3244.0,270.33,12,11,3,9,1.09,0.25,10,2,3,15,0.6666666666666666,4,2.6666666666666665,4,12,3,35,4,0.545,1,0.182,1,6,12.0,12.0,11187.273,1119.091
7610,507.33,862.04,15,80.0,5.33,15,12,0,15,1.25,0.0,3,1,1,5,2.6666666666666665,20,0.0,0,15,0,28,0,0.667,1,0.083,1,3,12.0,12.0,2705.833,3695.0
7500,234.38,432.31,32,150.0,4.69,32,16,0,32,2.0,0.0,7,4,7,18,0.71875,15,0.0,0,32,0,89,0,0.25,1,0.062,1,4,12.0,12.0,2149.375,1606.25
21640,983.64,3395.78,22,2206.0,100.27,22,22,2,20,1.0,0.091,6,3,3,12,0.5909090909090909,6,5.5,6,22,2,72,2,0.455,1,0.227,1,8,12.0,12.0,5162.273,1344.091
28270,1177.92,2190.82,24,3204.0,133.5,24,24,3,21,1.0,0.125,17,4,6,27,1.625,12,6.0,9,24,3,77,2,0.417,1,0.167,3,7,12.0,12.0,7348.333,1805.833
102000,12750.0,11792.85,8,8544.0,1068.0,8,8,8,0,1.0,1.0,6,4,2,12,6.5,17,6.5,17,8,8,59,6,0.25,1,0.125,1,3,12.0,12.0,19750.0,1957.5
2580,135.79,192.25,19,90.0,4.74,19,19,0,19,1.0,0.0,17,3,6,26,1.0526315789473684,20,0.0,0,19,0,29,0,0.368,1,0.158,2,11,12.0,12.0,2906.316,1689.474
220,36.67,25.03,6,0.0,0.0,6,6,0,6,1.0,0.0,1,0,1,2,3.1666666666666665,19,0.0,0,6,0,12,0,0.333,1,0.167,1,1,12.0,12.0,2033.333,2831.667
15560,219.15,495.29,71,570.0,8.03,71,66,0,71,1.08,0.0,2,2,2,6,1.8309859154929575,20,0.0,0,71,0,136,0,0.409,1,0.167,3,5,12.0,12.0,4233.182,3596.061
10,10.0,0.0,1,20.0,20.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,2,0,0.0,2,0.0,1,1,12.0,12.0,8000.0,940.0
4000,4000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,0,0,1,3.0,3,3.0,3,1,1,6,0,1.0,1,1.0,1,1,12.0,12.0,4000.0,0.0
10780,539.0,1508.44,20,70.0,3.5,20,10,0,20,2.0,0.0,6,2,4,12,1.0,20,0.0,0,20,0,53,0,0.4,1,0.1,1,3,12.0,12.0,3600.0,1261.0
170,42.5,42.72,4,0.0,0.0,4,1,0,4,4.0,0.0,2,0,0,2,0.0,0,0.0,0,4,0,7,0,0.0,1,0.0,1,1,12.0,12.0,8320.0,240.0
47360,381.94,839.12,124,600.0,4.84,124,65,0,124,1.91,0.0,13,10,10,33,1.75,20,0.0,0,124,0,241,0,0.462,1,0.231,2,10,12.0,11.815,3810.154,1719.077
353600,6800.0,6534.38,52,39566.0,791.32,52,48,39,13,1.08,0.75,17,12,7,36,4.576923076923077,31,5.564102564102564,31,52,39,199,23,0.458,1,0.208,2,12,12.0,12.0,10869.792,1282.708
38270,308.63,625.29,124,60.0,0.48,124,81,0,124,1.53,0.0,2,2,2,6,2.177419354838709,20,0.0,0,124,0,213,0,0.444,1,0.198,2,2,12.0,11.926,4173.951,1717.16
123950,1304.74,7097.7,95,3634.0,38.25,95,94,3,92,1.01,0.032,47,9,24,80,1.5789473684210529,20,6.666666666666667,15,95,3,191,3,0.415,1,0.223,4,11,12.0,12.0,5992.021,2455.213
1980,141.43,211.4,14,60.0,4.29,14,12,0,14,1.17,0.0,10,2,3,15,0.0,0,0.0,0,14,0,39,0,0.5,1,0.083,3,6,12.0,12.0,1833.333,1661.667
6960,290.0,701.27,24,0.0,0.0,24,23,0,24,1.04,0.0,11,3,7,21,2.583333333333333,20,0.0,0,24,0,63,0,0.391,1,0.13,5,6,12.0,12.0,5029.565,2590.0
28700,434.85,1976.72,66,1248.0,18.91,66,34,1,65,1.94,0.015,7,4,5,16,1.5,20,2.0,2,66,1,143,1,0.412,1,0.176,1,7,12.0,12.0,10691.471,1272.353
8980,449.0,802.95,20,100.0,5.0,20,18,0,20,1.11,0.0,1,1,1,3,2.0,20,0.0,0,20,0,52,0,0.5,1,0.222,1,1,12.0,12.0,4439.444,4326.111
118190,278.09,574.91,425,1850.0,4.35,425,342,0,425,1.24,0.0,1,1,1,3,1.2423529411764709,20,0.0,0,425,0,645,0,0.38,1,0.17,1,5,11.965,11.942,4026.784,2019.123
8930,228.97,417.11,39,70.0,1.79,39,38,0,39,1.03,0.0,1,1,0,2,1.9230769230769231,20,0.0,0,39,0,101,0,0.289,1,0.132,3,7,12.0,11.684,2676.842,2364.474
7400,194.74,351.83,38,270.0,7.11,38,38,0,38,1.0,0.0,3,3,3,9,1.947368421052632,20,0.0,0,38,0,88,0,0.579,1,0.184,1,1,12.0,12.0,6193.947,1776.316
6120,235.38,414.87,26,0.0,0.0,26,26,0,26,1.0,0.0,24,5,7,36,1.5,14,0.0,0,26,0,56,0,0.615,1,0.154,5,9,12.0,12.0,5113.846,1602.308
1415780,3057.84,7876.48,463,123710.0,268.35,463,361,117,346,1.28,0.253,11,12,6,29,2.386609071274298,26,5.435897435897436,26,463,117,792,50,0.404,1,0.191,3,17,12.0,11.997,7114.82,2000.942
690,172.5,220.21,4,0.0,0.0,4,4,0,4,1.0,0.0,1,0,1,2,0.0,0,0.0,0,4,0,18,0,0.5,1,0.25,1,2,12.0,12.0,1500.0,1027.5
69450,1446.88,4826.79,48,5500.0,114.58,48,37,5,43,1.3,0.104,15,7,13,35,2.625,20,5.8,15,48,5,143,7,0.486,1,0.216,1,9,12.0,11.973,6462.703,2826.486
6520,434.67,738.89,15,200.0,13.33,15,13,0,15,1.15,0.0,2,2,1,5,4.0,20,0.0,0,15,0,33,0,0.462,1,0.154,2,3,12.0,12.0,769.231,1257.692
15490,1290.83,2808.89,12,2136.0,178.0,12,10,2,10,1.2,0.167,9,2,2,13,0.3333333333333333,2,1.5,2,12,2,36,2,0.2,1,0.2,3,5,12.0,12.0,6308.0,1789.0
100,100.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,1,3,3.0,3,0.0,0,1,0,9,0,1.0,1,0.0,1,1,12.0,12.0,0.0,640.0
1660,97.65,128.53,17,50.0,2.94,17,15,0,17,1.13,0.0,9,1,5,15,1.7058823529411764,20,0.0,0,17,0,37,0,0.533,1,0.4,1,6,11.2,12.0,6632.0,1472.667
189340,3103.93,6590.84,61,18486.0,303.05,61,61,17,44,1.0,0.279,39,10,16,65,3.4098360655737703,32,7.235294117647059,32,61,17,189,14,0.426,1,0.213,4,11,12.0,12.0,8025.574,1806.23
50680,340.13,817.3,149,520.0,3.49,149,93,0,149,1.6,0.0,5,5,5,15,0.7651006711409396,20,0.0,0,149,0,276,0,0.419,1,0.108,1,7,11.871,11.957,4482.043,1732.258
20130,335.5,670.26,60,60.0,1.0,60,56,0,60,1.07,0.0,11,7,10,28,1.7666666666666666,20,0.0,0,60,0,121,0,0.357,1,0.196,2,8,11.643,12.0,3623.036,2694.821
1460,112.31,112.48,13,110.0,8.46,13,13,0,13,1.0,0.0,3,1,3,7,1.6153846153846154,12,0.0,0,13,0,38,0,0.538,1,0.077,2,2,11.077,11.923,1846.154,1800.769
29670,345.0,849.82,86,1348.0,15.67,86,82,1,85,1.05,0.012,34,13,18,65,1.2674418604651163,20,3.0,3,86,1,165,0,0.427,1,0.22,2,12,12.0,12.0,4872.683,2539.878
4750,263.89,491.47,18,50.0,2.78,18,18,0,18,1.0,0.0,4,2,2,8,1.1111111111111112,20,0.0,0,18,0,49,0,0.389,1,0.333,1,2,12.0,12.0,5111.111,5052.222
10120,421.67,801.29,24,0.0,0.0,24,21,0,24,1.14,0.0,10,3,8,21,2.4166666666666665,20,0.0,0,24,0,61,0,0.476,1,0.238,1,3,11.429,12.0,6328.571,2513.81
432660,5692.89,6874.39,76,58740.0,783.2,76,67,56,20,1.13,0.737,28,13,11,52,3.960526315789474,20,4.428571428571429,17,76,56,268,27,0.388,1,0.299,6,12,11.821,12.0,9717.463,1666.269
643720,2627.43,6842.79,245,62364.0,256.64,245,197,60,185,1.24,0.245,36,23,22,81,2.2816326530612243,22,5.133333333333334,22,245,60,489,36,0.431,1,0.228,2,13,11.939,11.868,6286.244,1989.695
100700,5594.44,13254.78,18,9712.0,539.56,18,18,9,9,1.0,0.5,3,3,2,8,3.4444444444444446,33,6.0,33,18,9,76,6,0.333,1,0.278,1,5,12.0,12.0,12941.667,2035.0
8640,308.57,614.17,28,0.0,0.0,28,25,0,28,1.12,0.0,17,2,7,26,1.7142857142857142,20,0.0,0,28,0,61,0,0.6,1,0.24,1,8,12.0,12.0,8618.4,1843.2
45960,364.76,999.26,126,200.0,1.59,126,120,0,126,1.05,0.0,66,23,37,126,0.8888888888888888,20,0.0,0,126,0,246,0,0.433,1,0.183,8,29,11.8,12.0,5632.917,2778.75
45130,265.47,527.79,170,390.0,2.29,170,84,0,170,2.02,0.0,13,10,9,32,1.723529411764706,20,0.0,0,170,0,292,0,0.393,1,0.107,2,6,12.0,12.0,2872.024,1390.476
5320,143.78,209.75,37,250.0,6.76,37,17,0,37,2.18,0.0,3,3,3,9,1.027027027027027,20,0.0,0,37,0,96,0,0.529,1,0.235,1,2,12.0,12.0,3887.059,861.176
5750,179.69,462.22,32,10.0,0.31,32,31,0,32,1.03,0.0,2,2,2,6,0.96875,20,0.0,0,32,0,74,0,0.387,1,0.226,1,1,11.613,12.0,4690.0,2324.194
10040,590.59,971.88,17,1198.0,70.47,17,16,1,16,1.06,0.059,12,2,8,22,1.2352941176470589,20,1.0,1,17,1,40,0,0.625,1,0.188,2,8,12.0,12.0,8235.625,1400.0
13000,4333.33,1527.53,3,3204.0,1068.0,3,3,3,0,1.0,1.0,1,1,0,2,3.6666666666666665,6,3.6666666666666665,6,3,3,21,2,0.667,1,0.0,1,2,12.0,12.0,7040.0,1163.333
7350,334.09,528.22,22,0.0,0.0,22,17,0,22,1.29,0.0,19,4,13,36,0.8181818181818182,18,0.0,0,22,0,57,0,0.412,1,0.176,3,10,12.0,11.294,1105.882,1779.412
1680,140.0,271.86,12,0.0,0.0,12,12,0,12,1.0,0.0,1,1,1,3,1.6666666666666667,20,0.0,0,12,0,22,0,0.583,1,0.0,2,2,12.0,12.0,5583.333,1925.0
75340,255.39,559.69,295,400.0,1.36,295,188,0,295,1.57,0.0,50,15,37,102,1.7152542372881356,20,0.0,0,295,0,448,0,0.468,1,0.149,4,28,11.894,11.936,2469.521,1699.468
3070,180.59,280.26,17,0.0,0.0,17,17,0,17,1.0,0.0,3,1,1,5,1.1764705882352942,20,0.0,0,17,0,35,0,0.529,1,0.118,2,6,11.294,12.0,823.529,2242.353
998160,596.99,2205.29,1672,72234.0,43.23,1672,857,64,1608,1.95,0.038,8,7,8,23,1.8026315789473684,20,5.25,20,1672,64,1639,31,0.411,1,0.174,4,20,11.958,11.97,3831.225,1865.356
